1014928	garlic cloves	salt to taste	salsa	queso fresco	salt and freshly ground pepper	medium onions	tomatoes	black beans	cumin seeds	tomatillos
10880	coriander seeds	turmeric	cumin	cloves	fennel seeds	cayenne	paprika	yogurt	cilantro	cinnamon
10881	paprika	cumin	coriander	nutmegs	bay leaves	vegetable oil	kosher salt	turmeric	worcestershire sauce	shrimps
10888	parsley	chicken broth	thyme	carrots	limes	celery	extra virgin olive oil	shallots	tomato paste	zucchinis
10889	chicken broth	scallions	parsley	cilantro	dry white wine	leeks	shallots	soy sauce	thyme	salt and pepper
9013	dijon mustard	red onions	sherry vinegar	olives	tuna	anchovy	basil	basil leaves	eggplants	red peppers
1016997	parsley	extra virgin olive oil	lemons	flour	carrots	thyme	dijon mustard	tomatoes	cinnamon	shallots
1016996	flour	parsley	celery	water	heavy cream	all-purpose flour	extra virgin olive oil	thyme	lemon juice	shallots
1016995	baking powder	baking soda	brown sugar	nutmegs	all-purpose flour	flour	milk	raisins	pecans	honey
1016994	tomatoes	cumin	thyme	cayenne	lemon juice	carrots	celery	cilantro	lemons	cumin seeds
1016993	baking powder	milk	brown sugar	heavy cream	baking soda	all-purpose flour	water	cloves	ginger	almonds
1016992	vanilla extract	all-purpose flour	cinnamon	flour	brown sugar	whole-wheat flour	vanilla	cornmeal	milk	walnuts
1016991	baking powder	nutmegs	all-purpose flour	brown sugar	milk	baking soda	flour	heavy cream	cloves	almonds
1016990	carrots	bay leaf	tomatoes	lemon juice	dry white wine	rosemary	lemons	shallots	leeks	water
9462	soy sauce	ginger	sesame oil	cilantro	carrots	limes	tomatoes	oil	shrimps	shallots
4735	celery	thyme	parsley	baking powder	milk	kosher salt	water	leeks	bay leaf	tomato paste
8293	limes	shrimps	scallions	ginger	soy sauce	peanuts	lemon grass	chickens	cucumbers	turmeric
1016999	all-purpose flour	milk	buttermilk	flour	brown sugar	granulated sugar	nutmegs	heavy cream	vanilla	fine sea salt
1016998	heavy cream	flour	all-purpose flour	baking powder	vanilla extract	nutmegs	cinnamon	water	lemons	potatoes
8292	mild honey	vanilla beans	oat bran	raisins	cinnamon sticks	oats	fruits	brandy	dates	apricots
4842	baking powder	baking soda	milk	cinnamon	confectioners' sugar	brown sugar	heavy cream	chocolate	granulated sugar	almond extract
8295	soy sauce	scallions	fish sauce	limes	cilantro	turmeric	sesame oil	cinnamon	lime juice	coconuts
8294	parsley	carrots	bay leaf	shallots	kosher salt	water	chicken broth	leeks	lemon juice	chicken stock
4739	celery	parsley	carrots	dry white wine	kosher salt	tomatoes	shallots	bay leaves	tomato paste	cumin
8297	sesame oil	ginger	scallions	sake	sesame seeds	rice vinegar	cilantro	miso	dark sesame oil	cornstarch
8296	heavy cream	flour	all-purpose flour	baking powder	vanilla extract	nutmegs	cinnamon	water	lemons	potatoes
393	celery	bay leaf	parsley	carrots	rosemary	chicken broth	mushrooms	chicken stock	shallots	dry white wine
392	nutmegs	apples	pecans	soy sauce	baking soda	vanilla extract	honey	baking powder	raisins	oranges
391	parsley	coriander	extra virgin olive oil	cilantro	water	lemons	carrots	celery	lime juice	basil
390	flour	angostura bitters	pecans	lemon juice	ice	gin	oranges	carrots	milk	parsley
396	flour	heavy cream	all-purpose flour	carrots	lemon juice	thyme	tomatoes	lemons	celery	baking powder
1014049	parmesan	walnut oil	tomatoes	red onions	lemon juice	shallots	capers	beets	red bell peppers	extra-virgin olive oil
1014048	carrots	ginger	scallions	red onions	cumin seeds	soy sauce	garlic cloves	limes	cucumbers	lemon juice
1014047	baking powder	milk	baking soda	heavy cream	all-purpose flour	cinnamon	granulated sugar	nutmegs	egg yolks	brown sugar
1014046	celery	parsley	thyme	leeks	bay leaf	water	tomato paste	extra-virgin olive oil	lemon juice	dry white wine
1014045	flour	heavy cream	nutmegs	ginger	all-purpose flour	water	baking powder	vanilla extract	cilantro	lemons
1014044	baking soda	vanilla extract	flour	nutmegs	heavy cream	brown sugar	confectioners' sugar	granulated sugar	chocolate	raisins
1014043	all-purpose flour	vanilla extract	flour	buttermilk	cinnamon	nutmegs	confectioners' sugar	brown sugar	chocolate	granulated sugar
1014042	vanilla extract	all-purpose flour	flour	buttermilk	cinnamon	heavy cream	granulated sugar	confectioners' sugar	chocolate	nutmegs
1014041	all-purpose flour	baking soda	flour	heavy cream	cinnamon	fine sea salt	whole milk	nutmegs	buttermilk	cream of tartar
1014040	baking soda	baking powder	cloves	brown sugar	vanilla extract	pecans	apples	canola	milk	flour
1313	flour	cranberries	cinnamon	vanilla extract	brown sugar	lemon juice	bourbon	all-purpose flour	milk	carrots
2308	red-wine vinegar	tarragon leaves	watercress	anchovy paste	hard-cooked eggs	chervil	dijon mustard	tarragon	leeks	potatoes
4729	heavy cream	flour	all-purpose flour	water	lemons	egg yolks	cinnamon	vanilla extract	baking powder	parsley
4728	red onions	balsamic vinegar	capers	shallots	mustard	breads	potatoes	red-wine vinegar	chives	extra virgin olive oil
4725	shallots	carrots	celery	water	tomatoes	heavy cream	leeks	lemons	chickens	milk
2300	milk	oranges	baking powder	water	lime juice	heavy cream	lemons	cinnamon	vanilla extract	lemon juice
1017930	baking powder	kosher salt	extra-virgin olive oil	milk	tomatoes	parmesan	tomato sauce	eggplants	olives	capers
2302	rhubarb	raspberries	whipped cream	blueberries	kirsch	blackberries	gelatin	sour cream	vanilla extract	confectioners' sugar
4721	carrots	parsley	bay leaf	dry white wine	tomatoes	chickens	water	shallots	milk	leeks
2304	parsley	shallots	heavy cream	cinnamon	lemons	flour	water	thyme	extra virgin olive oil	milk
4723	parsley	carrots	shallots	bay leaf	dry white wine	tomatoes	milk	lemons	water	flour
2306	thyme	parsley	carrots	celery	extra virgin olive oil	orange juice	dry white wine	water	lemons	tomato paste
11289	parsley	milk	water	thyme	dry white wine	heavy cream	extra virgin olive oil	shallots	zucchinis	lemon juice
11288	bay leaf	parsley	carrots	leeks	celery	dry white wine	chicken broth	shallots	bay leaves	rosemary
5845	sesame oil	ginger	cornstarch	cilantro	mirin	carrots	rice vinegar	vegetable oil	shrimps	sesame seeds
5844	soy sauce	sesame oil	ginger	cornstarch	cilantro	shallots	light soy sauce	sesame seeds	shrimps	cucumbers
5843	sesame oil	soy sauce	mirin	scallions	rice vinegar	ginger	pork	mushrooms	dark sesame oil	rice
5840	sesame oil	cilantro	vegetable oil	shrimps	shallots	chicken stock	chicken broth	carrots	water	rice vinegar
11281	sage leaves	mozzarella	pasta	prosciutto	arborio rice	pecorino romano	asparagus	veal	stock	tarragon leaves
11280	beets	sherry vinegar	dijon mustard	walnuts	mustard	arugula	tarragon	endives	goat cheese	fresh tarragon
11283	sesame oil	ginger	scallions	beef	peanut oil	coriander seeds	cloves	vegetable oil	chicken broth	cilantro
11282	soy sauce	scallions	fish sauce	turmeric	cumin seeds	sesame oil	cilantro	limes	nam pla	vegetable oil
11285	all-purpose flour	baking soda	flour	heavy cream	chocolate	cinnamon	confectioners' sugar	brown sugar	nutmegs	buttermilk
11284	soy sauce	ginger	cilantro	lime juice	sesame oil	cilantro leaves	shallots	coconut milk	chickens	cucumbers
11287	milk	water	parsley	celery	thyme	shallots	dry white wine	bay leaf	lemon juice	chicken broth
11286	parsley	extra virgin olive oil	water	thyme	scallions	carrots	dry white wine	heavy cream	mint	ginger
3748	parsley	shallots	flour	thyme	milk	dry white wine	water	carrots	extra virgin olive oil	lemons
3749	nutmegs	coriander seeds	brown sugar	ginger	allspice	bay leaves	cumin	bay leaf	parsley	cumin seeds
3744	baking soda	vanilla extract	all-purpose flour	oranges	confectioners' sugar	granulated sugar	buttermilk	flour	milk	cinnamon
3745	thyme	carrots	shallots	celery	lemon juice	bay leaf	dry white wine	extra virgin olive oil	water	lemons
3742	peas	parmesan	parmesan cheese	tarragon	chives	sage	prosciutto	parsley	extra-virgin olive oil	red onions
3743	baking powder	vanilla extract	milk	nutmegs	baking soda	cloves	brown sugar	honey	kosher salt	lemons
3740	celery	bay leaf	cumin	tomatoes	dry white wine	lemons	ginger	water	nutmegs	bay leaves
1014599	scallions	rice vinegar	sesame seeds	cilantro	shrimps	vegetable oil	tofu	chicken stock	firm tofu	cucumbers
1014598	coriander seeds	tomatoes	cucumbers	lemon juice	cayenne	scallions	red onions	carrots	water	cumin
