1014928	monterey jack cheese	plump garlic cloves	baby spinach	shiitake mushrooms	small garlic clove	queso fresco	fish fillets	can chopped tomatoes	green chiles	lime wedges
1015528	rye whiskey	bitters	extra-virgin olive oil	lemon zest	rum	red wine	bell peppers	orange bitters	walnut pieces	tequila
6792	milk	flour	egg yolks	unsalted butter	bananas	all-purpose flour	chocolate	coconuts	almonds	egg whites
6793	unsweetened cocoa powder	agave nectar	lemon extract	vanilla extract	espresso	boiling water	unsalted butter	milk	flour	nuts
6971	large eggs	milk	sugar	liqueur	bittersweet chocolate	walnuts	all-purpose flour	cream cheese	cream	coconuts
6791	crabs	fresh sage	arborio	stock or water	gruy??re cheese	dry white wine	winter squash	chicken livers	orecchiette	bay leaf
1015523	fine sea salt	unsalted butter	pomegranate juice	blueberries	hot red-pepper flakes	green onions	sharp cheddar cheese	buttermilk	dark brown sugar	dried apricots
1015522	ice	vegetable shortening	large eggs	white beans	small garlic clove	yams	pumpkin puree	garlic cloves (to taste)	cremini mushrooms	apple cider
1015521	rum	chocolate	tart apples	crab meat	cantaloupes	ice	brown sugar	bass	mace	light rum
1015520	vegetable shortening	confectioners??? sugar	salted butter	cold unsalted butter	blueberries	yellow cornmeal	pumpkin puree	pomegranate juice	corn oil	large egg yolks
1015526	yellow cornmeal	milk	large egg yolks	corn oil	cold unsalted butter	cornstarch	egg yolks	all-purpose flour	unsalted butter	bananas
1015525	horseradish	turmeric	bouquet garni	green lentils	fennel fronds	leg of lamb	collard greens	bay leaf	smoked bacon	plain yogurt
1015524	pomegranate juice	dried apricots	blueberries	dates	plum tomatoes	chopped walnuts	marjoram	skirt steaks	plain yogurt	russet potatoes
1013253	salsa	scallions	cherry tomatoes	cloves garlic	ginger	chilies	vegetable oil	cilantro leaves	cumin	cumin seeds
1013251	curry leaves	chilis	firm tofu	scallions	avocados	medium onions	soy sauce	mint leaves	flour	butter
1013250	cucumbers	firm tofu	sugar snap peas	heavy cream	dark brown sugar	medium onions	red cabbage	paste	fine sea salt	light brown sugar
1013257	ice	blackberries	nectarines	white beans	small garlic clove	light brown sugar	ginger root	worcestershire sauce	anchovy	sriracha
1013256	ice	white beans	lemon rind	small garlic clove	anchovy	worcestershire sauce	sriracha	fresh tarragon	dry sherry	chives
1013254	ice	white beans	parmigiano reggiano	cold unsalted butter	small garlic clove	sweet potatoes	all-purpose flour	cornstarch	worcestershire sauce	sriracha
1013259	monterey jack cheese	dry sherry	avocados	bibb lettuces	cucumbers	green chiles	chopped cilantro	chile powder	tofu	chilies
1013258	boston lettuce	red chilies	yellow mustard seeds	kasha	granulated sugar	skirt steaks	chilies	chile powder	cucumbers	corn
270	anchovy	whole milk	green lentils	venison	milk	ice	garlic	mushrooms	anchovy fillets	vegetables
271	chia seeds	fine sea salt	heavy cream	dark brown sugar	large eggs	unsalted butter	ground cinnamon	light brown sugar	hot red-pepper flakes	green onions
272	egg yolks	chocolate	milk	fris??e	unsalted butter	bananas	apples	almonds	water	cauliflowers
273	cream cheese	unsalted butter	green olives	red snappers	pecorino cheese	chopped onion	swordfish	spanish onion	summer squash	chorizo
275	parsley leaves	fresh rosemary	medium onions	rosemary leaves	harissa	ground beef	waxy potatoes	ginger	milk	chopped tomatoes
278	medium onions	leeks	sausages	garlic	garlic cloves	small onion	mushrooms	bouquet garni	potato	yellow onions
279	food coloring	jelly	cold unsalted butter	cornstarch	unsalted butter	cake	bananas	rice flour	all-purpose flour	butter
12019	large eggs	green lentils	miso	unsalted butter	cloves	butter	milk	pork	breadcrumbs	bread crumbs
12018	salt	egg yolks	medium onions	powder	oranges	almonds	pears	juice	yellow onions	ginger
12015	sharp cheddar cheese	hot red-pepper flakes	green onions	salsa	corn kernels	butter	large eggs	unsalted butter	kidney beans	cumin seeds
2558	rye whiskey	sweet vermouth	dates	mace	cherry	candied ginger	dry vermouth	pistachios	cherries	sour cherries
12017	radish	white rice	fennel	coriander seeds	french bread	cloves garlic	portobello mushrooms	yeast	green lentils	sea salt
12016	large eggs	egg yolks	food coloring	nuts	milk	bittersweet chocolate	chocolate	raspberry jam	butter	fine sea salt
12011	mangos	coconuts	couscous	butter	coconut milk	grapes	almonds	milk	port	jelly
12013	garlic cloves (to taste)	cremini mushrooms	celery	fresh lemon juice	salmon	extra virgin olive oil	parmesan cheese	chopped flat-leaf parsley	milk	lemon zest
12012	arborio	peas	parmigiano reggiano	cauliflowers	parmesan cheese	wild mushrooms	star anise	kale	fava beans	small red onion
6347	milk	all-purpose flour	flour	bananas	white wine vinegar	cauliflowers	oil	almonds	coconuts	large onion
10709	cucumbers	couscous	avocados	freshly ground black pepper	flat-leaf parsley	medium onions	tomatoes	ripe tomatoes	chopped parsley	barley
10708	white wine vinegar	beets	garlic	sherry	yellow onions	mushrooms	basil leaves	spinach	chiles	couscous
9529	egg yolks	couscous	bananas	flour	cauliflowers	milk	basil leaves	stock	corn	ricotta salata
9258	paste	dry sherry	tea	yellow pepper	basmati rice	ribs	coconut milk	peaches	dark brown sugar	romaine
9259	bread flour	large eggs	sharp cheddar cheese	whiskey	cornichons	fingerling potatoes	small red onion	sugar	breadcrumbs	russet potatoes
9256	bay leaf	chorizo	mustard	ginger	green bell peppers	sauce	medium onions	paste	thyme	butter
9257	cilantro	cucumbers	paste	cauliflowers	kidney beans	peanuts	chilis	limes	vegetable oil	dry sherry
9254	persimmons	arborio	large eggs	fresh sage	grated parmesan cheese	apple cider vinegar	chicken livers	bay leaf	fresh sage leaves	winter squash
10700	lemon zest	poppy seeds	whole-wheat flour	chia seeds	fine sea salt	bittersweet chocolate	strawberries	pomegranates	scotch	liqueur
10707	cucumbers	limes	cilantro	salt	ginger	chilis	sauce	beef	peanuts	red peppers
9253	persimmons	grated parmesan cheese	apple cider vinegar	white pepper	feta	paste	shiitake mushrooms	chia seeds	ginger	brown rice
10705	large eggs	prosciutto	italian parsley	all-purpose flour	cream cheese	pheasants	nuts	sugar	cheddar	peaches
9251	large eggs	gruyere cheese	fresh mint	salt cod	cr??me fra??che	all-purpose flour	butter	sage	yeast	sugar
6415	asparagus spears	fresh sage	cold unsalted butter	cornstarch	arborio	winter squash	medium onions	couscous	cheese	gruy??re cheese
3519	cold unsalted butter	confectioners??? sugar	white bread	food coloring	bananas	peaches	boiling water	cornstarch	butter	unsalted butter
3518	confectioners??? sugar	large eggs	peaches	cold unsalted butter	heavy cream	milk	vegetable shortening	light brown sugar	bittersweet chocolate	fine sea salt
3513	fine sea salt	large eggs	bittersweet chocolate	peaches	lemon zest	poppy seeds	whole-wheat flour	cream cheese	cornstarch	buttermilk
3512	ricotta salata	leg of lamb	spinach	lemon wedges	apple cider	orange peel	fresh rosemary	cloves garlic	couscous	fennel fronds
3511	smoked trout	extra-virgin olive oil	black olives	lemon wedges	ricotta salata	large eggs	leg of lamb	basil leaves	apple cider	orange peel
3517	heavy cream	cremini mushrooms	garlic cloves (to taste)	light brown sugar	confectioners??? sugar	baking powder	dark brown sugar	escarole	fine sea salt	powder
3516	fine sea salt	sharp cheddar cheese	hot red-pepper flakes	green onions	large eggs	unsalted butter	dark brown sugar	cornstarch	butter	flour
3515	finely chopped onion	green peas	water	stock or water	chopped tomatoes	chocolate	napa cabbages	cheese	flour	goat cheese
3514	couscous	basil leaves	large eggs	corn	beets	cherry tomatoes	cheese	avocados	garlic	cauliflowers
2686	bittersweet chocolate	semisweet chocolate	boiling water	vegetable shortening	confectioners??? sugar	yams	pumpkin puree	unbleached all-purpose flour	agave nectar	almond extract
2687	cr??me fra??che	dark brown sugar	coriander leaves	peaches	heavy cream	light brown sugar	confectioners??? sugar	escarole	baking powder	fine sea salt
2681	cornichons	bread flour	fingerling potatoes	whiskey	small red onion	russet potatoes	extra-virgin olive oil	lemon zest	smoked paprika	peppercorns
2683	dough	lemon zest	extra-virgin olive oil	clove garlic	cannellini beans	red pepper flakes	bell peppers	shiitake mushrooms	chives	prosciutto
99	egg yolks	cauliflowers	milk	medium onions	sugar	vegetable oil	garlic	tomatoes	unsalted butter	broccoli
98	ice	white beans	small garlic clove	worcestershire sauce	anchovy	sriracha	fresh tarragon	celery stalks	peas	vinegar
90	rye whiskey	unsweetened coconut milk	juniper berries	cold unsalted butter	ground pork	cornstarch	egg yolks	butter	caraway seeds	medium onions
96	large eggs	small garlic clove	green beans	almonds	cauliflowers	all-purpose flour	mint leaves	sugar	brown sugar	rice flour
1017316	mung bean sprouts	hominy	sweet potatoes	cucumbers	red cabbage	sugar snap peas	ginger	chilies	anchovy fillets	paste
1017317	worcestershire sauce	pork butt	lime zest	fresh sage leaves	ground pork	green lentils	medium onions	skirt steaks	whole milk	clam juice
1017314	flour	butter	unsalted butter	peaches	fine sea salt	large eggs	bittersweet chocolate	sharp cheddar cheese	cold unsalted butter	buttermilk
1017315	ice water	unsalted butter	large eggs	navy beans	pork	rosemary leaves	butter	extract	sweet red pepper	yams
1017312	thyme leaves	bread flour	breadcrumbs	medium onions	fresh rosemary	cannellini beans	celery seeds	plums	bay leaf	cloves garlic
1017313	littleneck clams	hot red pepper flakes	cherry tomatoes	grated lemon zest	clams	parmigiano-reggiano	medium onions	pork	rosemary	black olives
1017310	all-purpose flour	bananas	feta	raisins	milk	mushrooms	prunes	brown rice	flour	egg yolks
1017311	bittersweet chocolate	cream cheese	nuts	chocolate	vanilla	egg yolks	cold unsalted butter	honey	flour	currants
1017318	clove garlic	cloves garlic	black olives	country bread	fresh rosemary	grated lemon zest	chopped tomatoes	cannellini beans	fennel seeds	anchovy fillets
1017319	persimmons	golden raisins	bean sprouts	large eggs	rye whiskey	baking potatoes	grated parmesan cheese	apple cider vinegar	milk	caviar
5952	tea	brown rice	shiitake mushrooms	feta	medium onions	spinach leaves	yellow pepper	basmati rice	small onion	chickpeas
6414	extra-large eggs	white chocolate	food coloring	large eggs	fine sea salt	lime juice	skirt steaks	star anise	green chiles	fleur de sel
1175	cornichons	whiskey	fingerling potatoes	bread flour	small red onion	russet potatoes	breadcrumbs	smoked paprika	peppercorns	couscous
1174	large eggs	fine sea salt	food coloring	buttermilk	spanish onion	sugar	cocoa powder	mace	butter	almonds
1173	large eggs	fine sea salt	food coloring	sugar	buttermilk	heavy cream	almonds	butter	mace	vanilla beans
1172	lemon extract	large eggs	peaches	vegetable shortening	sharp cheddar cheese	green onions	hot red-pepper flakes	confectioners??? sugar	bittersweet chocolate	pumpkin puree
1171	ladyfingers	flour	granulated sugar	extra-large eggs	butter	unsalted butter	bananas	chocolate	cilantro	vanilla beans
1170	ladyfingers	ice water	bittersweet chocolate	cream cheese	large eggs	whole-wheat flour	lemon zest	poppy seeds	granulated sugar	cold unsalted butter
1178	large eggs	cornichons	whiskey	bread flour	fingerling potatoes	small red onion	breadcrumbs	salt and freshly ground pepper to taste	milk	russet potatoes
512	extract	chia seeds	confectioners??? sugar	vanilla beans	cake	coconut milk	bananas	jelly	plums	oats
879	horseradish	garlic	pancetta	yukon gold potatoes	celery roots	green cabbage	winter squash	allspice	beef	fresh basil leaves
6832	unsalted butter	egg yolks	raisins	almonds	bananas	chocolate	miso	cauliflowers	coconuts	large eggs
6260	spanish onion	green lentils	cocoa powder	boston lettuce	yellow mustard seeds	kasha	granulated sugar	red chilies	skirt steaks	mustard powder
1016373	yellow cornmeal	large egg yolks	corn oil	yeast	corn kernels	orange juice	currants	sweet butter	pepper flakes	sweet potatoes
1016372	lemon zest	extra-virgin olive oil	grapefruits	unsalted butter	rum	egg yolks	egg whites	red pepper flakes	tequila	simple syrup
1016377	almond extract	ice cubes	vanilla extract	boiling water	chia seeds	blanched almonds	pickles	extract	espresso	cake
1016376	whole-wheat flour	farfalle	poppy seeds	raspberries	confectioners??? sugar	cold unsalted butter	lemon wedges	orange juice	yams	boiling water
1016374	cr??me fra??che	orange juice	bulgur	egg whites	yogurt
1016379	light brown sugar	dark brown sugar	heavy cream	cornstarch	yellow cornmeal	large eggs	vegetable shortening	all-purpose flour	yams	pumpkin puree
1016378	pomegranate juice	dried apricots	blueberries	dates	plain yogurt	pistachios	orange juice	cherries	all-purpose flour	egg whites
7184	large eggs	fine sea salt	cold unsalted butter	lemon extract	light brown sugar	peaches	dark brown sugar	baking powder	confectioners??? sugar	butter
7185	poppy seeds	whole-wheat flour	lemon zest	fine sea salt	bittersweet chocolate	cold unsalted butter	cornstarch	liqueur	scotch	coffee
7186	extra-large eggs	lemon extract	warm water	white chocolate	rhubarb	cold unsalted butter	cornstarch	ginger root	lime juice	skirt steaks
7187	whisky	lemon extract	large eggs	milk	chia seeds	flour	all-purpose flour	tea	coffee	liqueur
1015310	rum	tequila	liqueur	gin	lemon zest	extra-virgin olive oil	bitters	chia seeds	fruits	egg whites
1015311	
1015312	oranges	unsalted butter	scallions	chocolate	flour	water	butter	grapefruits	rum	pineapples
875	sweet vermouth	hot red pepper flakes	large eggs	cremini mushrooms	flat-leaf parsley leaves	garlic cloves (to taste)	salt and freshly ground black pepper	red chilis	clams	large garlic cloves
1015316	cream	pineapples	limes
1015317	agave nectar	unsweetened cocoa powder	espresso	boiling water	vanilla extract	peaches	vanilla	unsalted butter	egg yolks	flour
1015319	rum	apricots	tequila	liqueur	gin	lemon zest	extra-virgin olive oil	cilantro	egg whites	pineapples
1012504	fresh sage	arborio	winter squash	garlic cloves (to taste)	chopped flat-leaf parsley	cremini mushrooms	fresh lemon juice	beet greens	vegetable stock	gruy??re cheese
1012853	pork	clams	extra-virgin olive oil	french bread	goat cheese	medium onions	cremini mushrooms	vegetables	cannellini beans	lamb
1012850	bitters	whiskey	chartreuse	red chilies	yellow mustard seeds	kasha	granulated sugar	boston lettuce	skirt steaks	caraway seeds
1012507	garlic, minced	yeast	cannellini beans	plum tomatoes	basil leaves	fresh rosemary	portobello mushrooms	orecchiette	chopped fresh rosemary	red chile flakes
1012500	fine sea salt	vegetable shortening	large eggs	yams	pumpkin puree	apricots	all-purpose flour	vanilla extract	bittersweet chocolate	cold unsalted butter
1012501	arborio	fresh sage	winter squash	garlic cloves (to taste)	cremini mushrooms	vegetable stock	parmigiano reggiano	fresh lemon juice	chopped fresh parsley	large garlic cloves
1012502	whole-wheat flour	farfalle	poppy seeds	arborio	fresh sage	winter squash	raspberries	lemon wedges	garlic cloves (to taste)	pancetta
1012503	arborio	fresh sage	fresh lemon juice	chopped fresh parsley	winter squash	garlic cloves (to taste)	finely chopped onion	large garlic cloves	plump garlic cloves	vegetable stock
8017	dry sherry	red cabbage	sugar snap peas	anchovy fillets	button mushrooms	seaweed	neutral oil	green beans	lobsters	feta cheese
8016	boston lettuce	fresh basil leaves	winter squash	plain yogurt	salt and freshly ground black pepper	chicken broth	chickpeas	fennel seeds	leeks	celery seeds
1012858	food coloring	green lentils	red pepper flakes	romaine lettuce	medium onions	brown rice	yeast	ripe tomatoes	pine nuts	kale
1012859	fennel seeds	cayenne	red pepper flakes	mustard	cucumbers	basil	chili powder	chiles	parmesan	flat-leaf parsley
1012508	cold unsalted butter	cornstarch	mangos	blueberries	milk	coconuts	butter	liqueur	light brown sugar	sweet potatoes
1012509	flour	cold unsalted butter	butter	cornstarch	unsalted butter	bananas	all-purpose flour	chocolate	pastry	peaches
8011	lemon wedges	red onions	couscous	scallions	marjoram	garlic cloves	medium onions	fresh basil	feta	juice
8542	fresh basil	pine nuts	cloves garlic	cold unsalted butter	cornstarch	extra virgin olive oil	rosemary	pecorino	peaches	beets
7456	paste	coriander leaves	brown sugar	ginger	chili paste	cucumbers	chili sauce	active dry yeast	green chilis	serranos
4592	dark brown sugar	melted butter	heavy cream	light brown sugar	confectioners??? sugar	baking powder	egg yolks	strawberries	unsalted butter	fine sea salt
7455	green lentils	large eggs	italian sausage	cornstarch	all-purpose flour	cold unsalted butter	sugar	champagne	chicken thighs	peaches
7452	stale bread	dry sherry	large onion	russet potatoes	penne	pork chops	whiskey	fingerling potatoes	cornichons	bread flour
7453	mayonnaise	dry sherry	italian sausage	fennel seeds	spaghetti	mustard	vegetables	egg yolks	medium onions	butter
4593	celery roots	garlic	turnips	bread crumbs	white wine	slab bacon	chicken livers	squid	tomatoes	chopped garlic
2743	ricotta salata	littleneck clams	hot red pepper flakes	extra-virgin olive oil	balsamic vinegar	spinach	medium onions	ripe tomatoes	white mushrooms	tuna
7458	fennel fronds	cloves garlic	fennel seeds	couscous	spinach	kale	pernod	mozzarella	chopped tomatoes	saffron
7459	leg of lamb	wild mushrooms	fontina cheese	pork	sausages	medium onions	fennel seeds	grated parmesan	thyme leaves	white pepper
2742	anchovy	whole milk	green lentils	venison	raspberries	ice	small garlic clove	anchovy fillets	romaine	canola oil
1016199	corn tortillas	large eggs	milk	fresh lime juice	active dry yeast	egg yolks	unsalted butter	medium onions	pork	summer squash
1016198	fine sea salt	food coloring	large eggs	bittersweet chocolate	baking powder	green chiles	sugar	yellow cornmeal	active dry yeast	prosciutto
1016197	matzos	corn tortillas	raspberry jam	stout	fresh lime juice	sour cream	bittersweet chocolate	nuts	cold unsalted butter	summer squash
1016196	mung bean sprouts	pork butt	garlic cloves (to taste)	dry white wine	vanilla ice cream	lemon extract	chile flakes	confectioners' sugar	mushroom caps	button mushrooms
1016194	whole-wheat flour	farfalle	poppy seeds	raspberries	confectioners??? sugar	cold unsalted butter	lemon wedges	lemon rind	orange juice	yams
1016193	food coloring	green chiles	tequila	bay leaf	fresh oregano	duck breasts	lemon rind	pancetta	egg noodles	polenta
1016191	yellow cornmeal	corn oil	large egg yolks	corn kernels	orange juice	egg whites	unsalted butter	large eggs
2744	cream cheese	unsalted butter	brown rice	sweet potatoes	crabs	oysters	turnips	flour	soy sauce	red snappers
2747	large eggs	rosemary leaves	broccoli crowns	green cabbage	morels	squid	cucumbers	extra virgin olive oil	chopped fresh herbs	bread crumbs
4595	green lentils	garlic cloves (to taste)	cremini mushrooms	black peppercorns	parmesan cheese	salmon	arborio	horseradish	trout	sole
6794	ground turmeric	spanish onion	extra-virgin olive oil	couscous	spinach	beets	broth	medium onions	red pepper flakes	clove garlic
10885	lard	feta	white pepper	coconut milk	lentils	mint leaves	fresh basil	unsalted butter	chile powder	butter
10886	mint	grapefruits	cloves garlic	couscous	extra virgin olive oil	yeast	halibut	basil leaves	cherry tomatoes	parsley
10887	boston lettuce	yellow mustard seeds	kasha	granulated sugar	red chilies	skirt steaks	caraway seeds	garlic cloves (to taste)	cannellini beans	cilantro leaves
10880	coriander seeds	toast	thai basil	seaweed	bass	salmon	lard	piment??n	ground black pepper	allspice
10881	medium onions	basil leaves	juice	large eggs	corn	couscous	beets	cheese	scallions	avocados
10888	eggplants	green beans	mint leaves	couscous	parmigiano-reggiano	tomato sauce	rice flour	beets	capers	medium onions
10889	mustard greens	slab bacon	cauliflowers	canola oil	tomatoes	extra virgin olive oil	water	garlic	beef	chervil
9013	basil leaves	black olives	cloves garlic	country bread	feta	fresh rosemary	eggplants	white pepper	fresh basil	dijon mustard
1016997	extra-virgin olive oil	grated lemon zest	walnut pieces	small garlic clove	flat leaf parsley	goat cheese	cannellini beans	feta cheese	oregano leaves	parmesan
1016996	chopped fresh herbs	salad greens	venison	green lentils	tangerines	chopped garlic	flat leaf parsley	baby spinach	romaine	anchovy fillets
1016995	boiling water	strawberries	food coloring	bananas	light brown sugar	wheat flour	whole-wheat flour	ground cinnamon	orange juice	agave nectar
1016994	tarragon leaves	fennel seeds	salsa	cherry tomatoes	red lentils	cumin	corn	medium onions	feta cheese	coriander seeds
1016993	large eggs	grapeseed oil	turbinado sugar	red chile flakes	food coloring	vegetable shortening	orange juice	light brown sugar	bittersweet chocolate	confectioners??? sugar
1016992	fine sea salt	turbinado sugar	dark brown sugar	large eggs	vegetable shortening	sharp cheddar cheese	green onions	hot red-pepper flakes	bread flour	all-purpose flour
1016991	cider	large eggs	food coloring	vegetable shortening	bittersweet chocolate	confectioners??? sugar	peaches	yams	boiling water	pumpkin puree
1016990	red chile flakes	grapeseed oil	large eggs	salt and freshly ground pepper	basil	goat cheese	porcini	baking potatoes	chile powder	leeks
9462	persimmons	grated parmesan cheese	couscous	apple cider vinegar	white wine vinegar	cucumbers	mint leaves	beets	spinach	saffron
4735	white mushrooms	large eggs	pork chops	unsalted butter	fresh thyme	beef	water	thyme leaves	active dry yeast	fine sea salt
8293	red chilies	ginger	green chilis	vanilla	paste	brown sugar	mung bean sprouts	skirt steaks	boston lettuce	yellow mustard seeds
1016999	fine sea salt	peaches	heavy cream	grated ginger	bourbon	confectioners??? sugar	lard	all-purpose flour	cold unsalted butter	green onions
1016998	bananas	flour	unsalted butter	chocolate	all-purpose flour	cauliflowers	large eggs	almonds	egg yolks	coconuts
8292	liqueur	cinnamon sticks	brandy	apples	vanilla beans	papayas	raisins	granny smith apples	blue cheese	wine
4842	lemon rind	orange zest	sugar	milk	almond extract	fruits	cinnamon sticks	boiling water	vegetable shortening	large eggs
8295	corn kernels	monterey jack cheese	soy sauce	paste	jalapenos	mint leaves	cayenne	chocolate chips	chia seeds	red chilies
8294	hot red-pepper flakes	baking powder	cremini mushrooms	sharp cheddar cheese	fresh thyme	salt	salmon	large eggs	thyme leaves	medium onions
4739	large eggs	unsalted butter	slab bacon	chicken livers	squid	chopped garlic	pork	butter	pancetta	fresh basil leaves
8297	grated ginger	cake flour	dark sesame oil	green chilies	madeira	cod fillets	grapeseed oil	sake	whole milk	chopped scallions
8296	yeast	bananas	large eggs	butter	cannellini beans	spinach	flour	spray	cheese	cauliflowers
393	clams	fris??e	heavy cream	light brown sugar	confectioners??? sugar	baking powder	dark brown sugar	fine sea salt	escarole	cold unsalted butter
392	food coloring	grated parmesan cheese	watercress	fris??e	chartreuse	salt and ground black pepper	coconut milk	white wine	star anise	green chiles
391	fris??e	kidney beans	extra-virgin olive oil	pumpkin seeds	lemon zest	seasonings	tomatillos	garlic cloves	bell peppers	fresh parsley
390	fris??e	unsalted butter	liqueur	cocoa	egg yolks	flour	rum	pastry	gin	almonds
396	cheese	green lentils	yeast	bananas	flour	butter	spinach	brown rice	garlic	large eggs
1014049	fresh rosemary	harissa	rosemary leaves	waxy potatoes	ground beef	capers	venison	green lentils	sea salt	pecans
1014048	red lentils	dry sherry	small garlic clove	tarragon leaves	garlic cloves (to taste)	green lentils	anchovy fillets	kasha	pumpkin seeds	venison
1014047	ice	grated ginger	mirin	white beans	small garlic clove	vegetable shortening	sriracha	boiling water	cream cheese	bittersweet chocolate
1014046	goat cheese	large garlic cloves	medium onions	fresh basil	red chile flakes	chopped fresh dill	grated parmesan	freshly grated parmesan	green lentils	slab bacon
1014045	orange peel	rye whiskey	dry vermouth	sweet vermouth	candied ginger	food coloring	lemon rind	pistachios	chocolate	kasha
1014044	light brown sugar	cornstarch	shortening	vanilla extract	food coloring	unsalted butter	fleur de sel	fine sea salt	margarine	large eggs
1014043	fine sea salt	grated ginger	cornstarch	all-purpose flour	dark brown sugar	sharp cheddar cheese	bananas	flour	hot red-pepper flakes	green onions
1014042	ice	whisky	buttermilk	grated ginger	fine sea salt	all-purpose flour	sharp cheddar cheese	margarine	flour	bananas
1014041	extra-large eggs	grated ginger	farfalle	whole-wheat flour	poppy seeds	large eggs	bittersweet chocolate	lemon wedges	raspberries	peaches
1014040	dry sherry	food coloring	maple syrup	fresh oregano	sun-dried tomatoes	espresso	fruits	cream cheese	green chiles	portobello mushrooms
1313	pastry	sweet potatoes	white bread	coconuts	unsalted butter	oranges	cocoa	cocoa powder	nuts	egg yolks
2308	morels	lime juice	white wine vinegar	serrano peppers	sirloin	beets	medium onions	fresh tarragon	basil leaves	extra virgin olive oil
4729	unsalted butter	boiling water	butter	chocolate	flour	bananas	vanilla extract	agave nectar	almond extract	dark brown sugar
4728	sweet potato	chopped fresh herbs	venison	green lentils	small garlic clove	mustard	anchovy fillets	romaine	ground black pepper	fresh tarragon
4725	egg yolks	cremini mushrooms	yellow onions	powder	horseradish	celery	ginger	garlic cloves (to taste)	salt	medium onions
2300	chia seeds	butter	strawberries	cashews	pomegranates	egg yolks	corn	medium onions	large eggs	juice
1017930	broccoli rabe	large eggs	couscous	aleppo pepper	prosciutto	leg of lamb	cherry tomatoes	duck fat	liquid	panko
2302	fleur de sel	chia seeds	raspberry jam	stout	confectioners??? sugar	berries	unsalted butter	sour cream	bittersweet chocolate	nuts
4721	italian sausage	saffron	medium onions	mustard	large onion	egg yolks	chicken thighs	milk	pork	cauliflowers
2304	large eggs	hot red pepper flakes	garlic cloves (to taste)	flat-leaf parsley leaves	cremini mushrooms	duck fat	marjoram	flounder	fresh lemon juice	parmesan cheese
